{'Device Status': 'Connected', 'Name': 'Gregory Callahan', 'User Name': 'craig15', 'MAC Address': '6f:19:66:ec:88:bb', 'IP Address': '73.205.105.74', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -45, 'Best RSSI (dBm)': -39, 'Uplink Data': 222888, 'Downlink Data': 678313, 'Avg. data rate': 531, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 15, 46, 28, 4485), 'First Detected At': datetime.datetime(2024, 2, 5, 1, 27, 38, 269590), 'Location': 'Dianaside', 'Sticky': True, 'Tag': 'city'}
{'Device Status': 'Failed', 'Name': 'Lynn Watkins', 'User Name': 'ghumphrey', 'MAC Address': 'cb:0c:c7:0e:ec:28', 'IP Address': '101.205.90.220', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -49, 'Best RSSI (dBm)': -93, 'Uplink Data': 824578, 'Downlink Data': 316358, 'Avg. data rate': 498, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 2, 19, 41, 393614), 'First Detected At': datetime.datetime(2024, 1, 9, 14, 50, 57, 283389), 'Location': 'West Reginashire', 'Sticky': True, 'Tag': 'offer'}
{'Device Status': 'Failed', 'Name': 'Robert Johnson', 'User Name': 'hughesamanda', 'MAC Address': '29:1e:4d:7f:35:3e', 'IP Address': '169.82.72.133', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -77, 'Best RSSI (dBm)': -68, 'Uplink Data': 164428, 'Downlink Data': 573494, 'Avg. data rate': 717, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 6, 14, 6, 563968), 'First Detected At': datetime.datetime(2024, 1, 20, 6, 2, 23, 490916), 'Location': 'South Aaronview', 'Sticky': False, 'Tag': 'card'}
{'Device Status': 'Failed', 'Name': 'Arthur Mcintosh', 'User Name': 'ijohnson', 'MAC Address': '08:2c:b3:e5:31:b5', 'IP Address': '119.71.186.207', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -69, 'Best RSSI (dBm)': -31, 'Uplink Data': 414508, 'Downlink Data': 207322, 'Avg. data rate': 881, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 15, 38, 15, 531898), 'First Detected At': datetime.datetime(2024, 1, 13, 5, 28, 51, 219695), 'Location': 'East Tony', 'Sticky': True, 'Tag': 'most'}
{'Device Status': 'Connected', 'Name': 'Tiffany Reyes', 'User Name': 'deckermarcus', 'MAC Address': 'e5:ee:12:13:a4:4e', 'IP Address': '218.34.32.140', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -63, 'Best RSSI (dBm)': -43, 'Uplink Data': 165573, 'Downlink Data': 164492, 'Avg. data rate': 421, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 21, 5, 24, 163332), 'First Detected At': datetime.datetime(2024, 1, 31, 1, 50, 9, 133522), 'Location': 'Kellyland', 'Sticky': True, 'Tag': 'model'}
{'Device Status': 'Connected', 'Name': 'Lisa Brown', 'User Name': 'lauralawrence', 'MAC Address': '9a:0b:91:ab:78:af', 'IP Address': '177.92.162.15', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -94, 'Best RSSI (dBm)': -68, 'Uplink Data': 118846, 'Downlink Data': 556216, 'Avg. data rate': 327, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 3, 57, 24, 402833), 'First Detected At': datetime.datetime(2024, 1, 25, 8, 37, 37, 171499), 'Location': 'Ramirezville', 'Sticky': True, 'Tag': 'hundred'}
{'Device Status': 'Connected', 'Name': 'Gabriela Vega', 'User Name': 'ehartman', 'MAC Address': '3c:be:52:bd:c0:92', 'IP Address': '110.88.114.123', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -54, 'Best RSSI (dBm)': -30, 'Uplink Data': 204288, 'Downlink Data': 65893, 'Avg. data rate': 517, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 18, 31, 6, 882315), 'First Detected At': datetime.datetime(2024, 1, 26, 19, 42, 59, 416088), 'Location': 'Jonathanmouth', 'Sticky': False, 'Tag': 'recent'}
{'Device Status': 'Connected', 'Name': 'Laura Cross', 'User Name': 'mbarry', 'MAC Address': '35:27:34:2b:46:47', 'IP Address': '217.20.3.103', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -59, 'Best RSSI (dBm)': -54, 'Uplink Data': 376691, 'Downlink Data': 670915, 'Avg. data rate': 10, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 21, 21, 29, 646795), 'First Detected At': datetime.datetime(2024, 1, 8, 11, 53, 13, 290342), 'Location': 'Jenningston', 'Sticky': True, 'Tag': 'goal'}
{'Device Status': 'Connected', 'Name': 'Eric Shaw', 'User Name': 'pamela04', 'MAC Address': '44:67:16:69:ee:61', 'IP Address': '89.65.83.32', 'OS': 'Linux', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -59, 'Best RSSI (dBm)': -40, 'Uplink Data': 431317, 'Downlink Data': 956760, 'Avg. data rate': 209, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 4, 35, 45, 953555), 'First Detected At': datetime.datetime(2024, 1, 12, 9, 47, 24, 578538), 'Location': 'East Michaelland', 'Sticky': False, 'Tag': 'professional'}
{'Device Status': 'Failed', 'Name': 'Billy Thompson', 'User Name': 'johnsonamy', 'MAC Address': '4d:92:48:2b:51:a0', 'IP Address': '29.47.107.160', 'OS': 'Windows', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -87, 'Best RSSI (dBm)': -89, 'Uplink Data': 965555, 'Downlink Data': 406159, 'Avg. data rate': 812, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 14, 48, 57, 907581), 'First Detected At': datetime.datetime(2024, 1, 22, 12, 2, 36, 56154), 'Location': 'Port Wesleystad', 'Sticky': True, 'Tag': 'real'}
{'Device Status': 'Connected', 'Name': 'Diane Murray', 'User Name': 'wsimmons', 'MAC Address': 'a6:79:d5:99:cc:9c', 'IP Address': '163.108.200.169', 'OS': 'Android', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -83, 'Best RSSI (dBm)': -65, 'Uplink Data': 126830, 'Downlink Data': 378875, 'Avg. data rate': 881, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 9, 40, 10, 133030), 'First Detected At': datetime.datetime(2024, 1, 7, 12, 59, 41, 459829), 'Location': 'Hansenside', 'Sticky': True, 'Tag': 'better'}
{'Device Status': 'Connected', 'Name': 'Melanie Murray', 'User Name': 'webbtimothy', 'MAC Address': '91:d9:ed:b6:b7:56', 'IP Address': '93.147.253.101', 'OS': 'Android', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -38, 'Best RSSI (dBm)': -74, 'Uplink Data': 235628, 'Downlink Data': 362492, 'Avg. data rate': 619, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 14, 21, 55, 91276), 'First Detected At': datetime.datetime(2024, 1, 25, 19, 28, 2, 889858), 'Location': 'Smithfurt', 'Sticky': True, 'Tag': 'such'}
{'Device Status': 'Failed', 'Name': 'Sarah Velazquez', 'User Name': 'ashley61', 'MAC Address': '58:48:53:e6:9a:40', 'IP Address': '150.64.125.195', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -39, 'Best RSSI (dBm)': -83, 'Uplink Data': 393665, 'Downlink Data': 237632, 'Avg. data rate': 503, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 18, 39, 3, 72638), 'First Detected At': datetime.datetime(2024, 1, 29, 16, 57, 2, 465207), 'Location': 'Saraland', 'Sticky': True, 'Tag': 'senior'}
{'Device Status': 'Connected', 'Name': 'Caitlin Smith', 'User Name': 'lisa38', 'MAC Address': '65:42:35:dd:81:d5', 'IP Address': '57.57.181.191', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -37, 'Best RSSI (dBm)': -55, 'Uplink Data': 584098, 'Downlink Data': 320047, 'Avg. data rate': 56, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 0, 58, 5, 712837), 'First Detected At': datetime.datetime(2024, 1, 12, 17, 53, 2, 700707), 'Location': 'East Eric', 'Sticky': False, 'Tag': 'message'}
{'Device Status': 'Connected', 'Name': 'Audrey Knox', 'User Name': 'brandy68', 'MAC Address': '49:4d:f6:bd:1f:2d', 'IP Address': '35.116.236.80', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -74, 'Best RSSI (dBm)': -62, 'Uplink Data': 972596, 'Downlink Data': 169317, 'Avg. data rate': 647, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 12, 19, 27, 355865), 'First Detected At': datetime.datetime(2024, 2, 5, 15, 38, 56, 789718), 'Location': 'North Josephtown', 'Sticky': True, 'Tag': 'much'}
{'Device Status': 'Connected', 'Name': 'Pamela Brooks', 'User Name': 'tthompson', 'MAC Address': '68:17:e4:98:6f:93', 'IP Address': '152.97.221.167', 'OS': 'Windows', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -62, 'Best RSSI (dBm)': -71, 'Uplink Data': 725002, 'Downlink Data': 902019, 'Avg. data rate': 213, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 10, 23, 16, 337567), 'First Detected At': datetime.datetime(2024, 1, 23, 8, 55, 43, 280541), 'Location': 'Perezberg', 'Sticky': False, 'Tag': 'full'}
{'Device Status': 'Failed', 'Name': 'David Roberts', 'User Name': 'heatherconner', 'MAC Address': 'c4:af:29:a7:0d:a5', 'IP Address': '151.80.239.197', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -77, 'Best RSSI (dBm)': -81, 'Uplink Data': 771774, 'Downlink Data': 559399, 'Avg. data rate': 693, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 16, 22, 49, 527919), 'First Detected At': datetime.datetime(2024, 1, 17, 17, 16, 6, 401002), 'Location': 'West Hannah', 'Sticky': True, 'Tag': 'forward'}
{'Device Status': 'Failed', 'Name': 'Terri Turner', 'User Name': 'mparker', 'MAC Address': '58:b8:37:c5:95:58', 'IP Address': '80.201.169.241', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -88, 'Best RSSI (dBm)': -56, 'Uplink Data': 369448, 'Downlink Data': 332301, 'Avg. data rate': 175, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 16, 39, 50, 450539), 'First Detected At': datetime.datetime(2024, 1, 3, 5, 30, 29, 978974), 'Location': 'North Melaniemouth', 'Sticky': False, 'Tag': 'drop'}
{'Device Status': 'Failed', 'Name': 'Karen Brown', 'User Name': 'townsendleah', 'MAC Address': '4e:7c:20:41:af:c1', 'IP Address': '197.79.163.255', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -54, 'Best RSSI (dBm)': -50, 'Uplink Data': 740486, 'Downlink Data': 128305, 'Avg. data rate': 946, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 4, 42, 15, 931189), 'First Detected At': datetime.datetime(2024, 1, 14, 7, 59, 44, 390255), 'Location': 'Margaretmouth', 'Sticky': False, 'Tag': 'star'}
{'Device Status': 'Failed', 'Name': 'Tina Hunter', 'User Name': 'ingramlori', 'MAC Address': '94:89:af:75:96:a0', 'IP Address': '183.241.240.142', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -98, 'Best RSSI (dBm)': -45, 'Uplink Data': 190050, 'Downlink Data': 597575, 'Avg. data rate': 911, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 15, 41, 0, 166274), 'First Detected At': datetime.datetime(2024, 1, 16, 20, 38, 41, 387946), 'Location': 'South Brandon', 'Sticky': True, 'Tag': 'college'}
{'Device Status': 'Connected', 'Name': 'George Lewis', 'User Name': 'harrellkathy', 'MAC Address': '1b:1a:54:41:3d:2f', 'IP Address': '87.128.185.229', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -32, 'Best RSSI (dBm)': -63, 'Uplink Data': 539779, 'Downlink Data': 99451, 'Avg. data rate': 568, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 18, 37, 4, 910965), 'First Detected At': datetime.datetime(2024, 1, 15, 17, 0, 46, 943192), 'Location': 'New Brendan', 'Sticky': False, 'Tag': 'center'}
{'Device Status': 'Failed', 'Name': 'Chad Smith', 'User Name': 'jeffrey38', 'MAC Address': '0a:0f:bf:52:e0:34', 'IP Address': '86.212.3.100', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -82, 'Best RSSI (dBm)': -44, 'Uplink Data': 476498, 'Downlink Data': 899098, 'Avg. data rate': 316, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 10, 3, 0, 234536), 'First Detected At': datetime.datetime(2024, 1, 18, 13, 6, 58, 903550), 'Location': 'Martinshire', 'Sticky': True, 'Tag': 'find'}
{'Device Status': 'Connected', 'Name': 'Jessica Wilkins', 'User Name': 'ramirezryan', 'MAC Address': 'aa:2d:28:e3:2f:65', 'IP Address': '204.59.27.16', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -93, 'Best RSSI (dBm)': -54, 'Uplink Data': 86684, 'Downlink Data': 223519, 'Avg. data rate': 894, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 21, 34, 41, 588329), 'First Detected At': datetime.datetime(2024, 1, 9, 4, 3, 16, 500030), 'Location': 'South Michaelberg', 'Sticky': True, 'Tag': 'to'}
{'Device Status': 'Connected', 'Name': 'Scott Cooper', 'User Name': 'brendalee', 'MAC Address': 'bc:a9:1d:22:ac:6c', 'IP Address': '69.164.41.50', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -99, 'Best RSSI (dBm)': -67, 'Uplink Data': 936797, 'Downlink Data': 488417, 'Avg. data rate': 800, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 15, 0, 47, 855626), 'First Detected At': datetime.datetime(2024, 1, 21, 20, 35, 24, 818331), 'Location': 'West Scottbury', 'Sticky': False, 'Tag': 'increase'}
{'Device Status': 'Connected', 'Name': 'Anthony Mendoza', 'User Name': 'feliciabowers', 'MAC Address': '23:b5:2b:30:68:5a', 'IP Address': '72.255.138.69', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -42, 'Best RSSI (dBm)': -58, 'Uplink Data': 30065, 'Downlink Data': 244321, 'Avg. data rate': 77, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 10, 33, 34, 276479), 'First Detected At': datetime.datetime(2024, 1, 21, 7, 22, 58, 46593), 'Location': 'South Isaacstad', 'Sticky': False, 'Tag': 'manager'}
{'Device Status': 'Connected', 'Name': 'Hayley Morrison', 'User Name': 'brenda56', 'MAC Address': 'd8:23:b0:8d:a1:98', 'IP Address': '186.195.101.131', 'OS': 'Android', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -34, 'Best RSSI (dBm)': -32, 'Uplink Data': 839813, 'Downlink Data': 273741, 'Avg. data rate': 827, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 16, 29, 49, 720743), 'First Detected At': datetime.datetime(2024, 1, 19, 7, 50, 10, 253061), 'Location': 'Lake Joshua', 'Sticky': False, 'Tag': 'arm'}
{'Device Status': 'Failed', 'Name': 'Brendan Fisher', 'User Name': 'karaharrison', 'MAC Address': 'a7:b7:25:63:71:16', 'IP Address': '135.89.226.123', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -73, 'Best RSSI (dBm)': -32, 'Uplink Data': 182077, 'Downlink Data': 259371, 'Avg. data rate': 587, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 18, 42, 35, 552346), 'First Detected At': datetime.datetime(2024, 1, 31, 18, 45, 40, 331280), 'Location': 'Port Williamfort', 'Sticky': True, 'Tag': 'happy'}
{'Device Status': 'Failed', 'Name': 'Tina Decker', 'User Name': 'revans', 'MAC Address': '38:59:0c:a8:14:85', 'IP Address': '195.152.233.148', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -94, 'Best RSSI (dBm)': -55, 'Uplink Data': 118252, 'Downlink Data': 222898, 'Avg. data rate': 602, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 13, 41, 13, 599976), 'First Detected At': datetime.datetime(2024, 2, 1, 6, 55, 51, 806981), 'Location': 'North Christopher', 'Sticky': False, 'Tag': 'major'}
{'Device Status': 'Connected', 'Name': 'Angela Terry', 'User Name': 'kennethlester', 'MAC Address': '7c:b6:63:4a:d5:b4', 'IP Address': '218.38.228.107', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -68, 'Best RSSI (dBm)': -68, 'Uplink Data': 119930, 'Downlink Data': 329648, 'Avg. data rate': 957, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 3, 44, 18, 520050), 'First Detected At': datetime.datetime(2024, 1, 19, 1, 12, 54, 158805), 'Location': 'East Brian', 'Sticky': False, 'Tag': 'international'}
{'Device Status': 'Failed', 'Name': 'Alexander Carter', 'User Name': 'ramirezkyle', 'MAC Address': '51:d0:21:ce:87:c8', 'IP Address': '166.19.97.165', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -71, 'Best RSSI (dBm)': -77, 'Uplink Data': 288878, 'Downlink Data': 262024, 'Avg. data rate': 177, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 23, 11, 50, 572810), 'First Detected At': datetime.datetime(2024, 1, 14, 1, 34, 28, 161972), 'Location': 'South Judithstad', 'Sticky': True, 'Tag': 'save'}
{'Device Status': 'Failed', 'Name': 'Aaron Vargas', 'User Name': 'michellegarrett', 'MAC Address': '40:0f:32:c5:6f:fd', 'IP Address': '101.55.226.50', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -61, 'Best RSSI (dBm)': -35, 'Uplink Data': 411590, 'Downlink Data': 809832, 'Avg. data rate': 440, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 8, 41, 1, 222215), 'First Detected At': datetime.datetime(2024, 1, 6, 2, 30, 49, 769742), 'Location': 'Chelseyberg', 'Sticky': True, 'Tag': 'learn'}
{'Device Status': 'Failed', 'Name': 'Shelley Hodges', 'User Name': 'wilkersonjasmine', 'MAC Address': '5c:4e:65:f4:43:a9', 'IP Address': '28.93.216.117', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -35, 'Best RSSI (dBm)': -84, 'Uplink Data': 229081, 'Downlink Data': 62697, 'Avg. data rate': 399, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 2, 50, 14, 293653), 'First Detected At': datetime.datetime(2024, 2, 5, 20, 28, 10, 359214), 'Location': 'Lake Williamhaven', 'Sticky': True, 'Tag': 'walk'}
{'Device Status': 'Failed', 'Name': 'Robert Woods', 'User Name': 'ghoward', 'MAC Address': '94:14:a4:d7:8d:d2', 'IP Address': '104.212.55.239', 'OS': 'Windows', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -83, 'Best RSSI (dBm)': -48, 'Uplink Data': 12226, 'Downlink Data': 834183, 'Avg. data rate': 628, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 11, 13, 45, 114996), 'First Detected At': datetime.datetime(2024, 1, 29, 8, 20, 56, 730618), 'Location': 'South Alicia', 'Sticky': True, 'Tag': 'positive'}
{'Device Status': 'Failed', 'Name': 'Phillip Taylor', 'User Name': 'annahenry', 'MAC Address': 'ae:1f:08:67:7f:28', 'IP Address': '22.241.19.121', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -60, 'Best RSSI (dBm)': -85, 'Uplink Data': 338322, 'Downlink Data': 613791, 'Avg. data rate': 79, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 9, 6, 6, 578932), 'First Detected At': datetime.datetime(2024, 1, 13, 10, 45, 39, 35448), 'Location': 'West Philipmouth', 'Sticky': False, 'Tag': 'great'}
{'Device Status': 'Failed', 'Name': 'Jorge Tucker', 'User Name': 'yhoward', 'MAC Address': '2d:4a:c1:73:d3:eb', 'IP Address': '53.78.208.66', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -87, 'Best RSSI (dBm)': -60, 'Uplink Data': 158861, 'Downlink Data': 675152, 'Avg. data rate': 340, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 7, 29, 29, 88429), 'First Detected At': datetime.datetime(2024, 2, 5, 2, 47, 20, 753009), 'Location': 'Gentrystad', 'Sticky': True, 'Tag': 'pretty'}
{'Device Status': 'Connected', 'Name': 'Katelyn Mckee', 'User Name': 'marcus23', 'MAC Address': '82:2b:0c:e3:8f:de', 'IP Address': '108.230.245.147', 'OS': 'Linux', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -58, 'Best RSSI (dBm)': -33, 'Uplink Data': 526985, 'Downlink Data': 479147, 'Avg. data rate': 420, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 22, 4, 58, 677177), 'First Detected At': datetime.datetime(2024, 1, 19, 22, 54, 13, 187709), 'Location': 'Kimberlychester', 'Sticky': False, 'Tag': 'anything'}
{'Device Status': 'Connected', 'Name': 'Christopher Gilbert', 'User Name': 'bsilva', 'MAC Address': 'eb:c2:2d:b8:bc:7a', 'IP Address': '212.164.199.149', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -97, 'Best RSSI (dBm)': -69, 'Uplink Data': 853191, 'Downlink Data': 651546, 'Avg. data rate': 656, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 22, 53, 5, 469442), 'First Detected At': datetime.datetime(2024, 1, 27, 22, 13, 49, 736910), 'Location': 'Michaelton', 'Sticky': False, 'Tag': 'approach'}
{'Device Status': 'Failed', 'Name': 'Mr. Geoffrey Watkins Jr.', 'User Name': 'rchristensen', 'MAC Address': '4e:47:40:01:fb:16', 'IP Address': '69.138.170.224', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -56, 'Best RSSI (dBm)': -33, 'Uplink Data': 319033, 'Downlink Data': 999548, 'Avg. data rate': 325, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 3, 31, 2, 202706), 'First Detected At': datetime.datetime(2024, 1, 11, 7, 13, 39, 381816), 'Location': 'Boydport', 'Sticky': True, 'Tag': 'table'}
{'Device Status': 'Connected', 'Name': 'Juan Little', 'User Name': 'julie60', 'MAC Address': '5e:b4:5f:e1:d9:6b', 'IP Address': '160.44.103.74', 'OS': 'Windows', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -65, 'Best RSSI (dBm)': -90, 'Uplink Data': 829599, 'Downlink Data': 783234, 'Avg. data rate': 770, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 23, 1, 37, 10496), 'First Detected At': datetime.datetime(2024, 1, 29, 21, 49, 30, 611090), 'Location': 'Shawnfurt', 'Sticky': False, 'Tag': 'election'}
